vx,vy,r
5.70215,-0.00584973,0.097011
5.7148,-0.031598,0.0983064
5.71535,-0.0399972,0.0447729
5.6823,-0.055122,0.0130422
5.70694,-0.047339,0.0275846
5.69947,-0.0302739,0.0518046
5.69633,-0.0591816,0.0699273
5.69778,-0.0833029,0.126581
5.69731,-0.0991487,0.115525
5.68439,-0.115933,0.0833511
5.67954,-0.129371,0.0773263
5.67032,-0.135133,0.0258709
5.66177,-0.155295,0.0834812
5.67158,-0.166644,0.137861
5.65689,-0.195415,0.137993
5.67167,-0.192683,0.134286
5.64215,-0.214285,0.0603054
5.6448,-0.216059,0.128508
5.61154,-0.255856,0.150947
5.54686,-0.273589,0.0815146
5.50608,-0.279064,0.104793
5.50913,-0.270615,0.0245183
5.49652,-0.291046,0.030277
5.50578,-0.303799,0.0759468
5.49321,-0.302891,0.0576872
5.48484,-0.333769,0.0766643
5.48835,-0.310096,0.0423577
5.48439,-0.339379,0.055241
5.48582,-0.335841,0.0828769
5.48429,-0.343092,0.12771
5.47005,-0.340949,0.083225
5.46362,-0.344518,0.0608772
5.44823,-0.339554,0.022254
5.45329,-0.35079,0.0113872
5.46494,-0.331938,0.0300708
5.44167,-0.33697,0.0479997
5.46771,-0.314456,0.0627504
5.47255,-0.316728,0.0534705
5.47772,-0.306038,0.0434148
5.47474,-0.323418,0.00647903
5.48399,-0.32551,0.104042
5.49744,-0.319503,0.0298385
5.50693,-0.335905,0.0232443
5.50641,-0.334152,0.0908905
5.53446,-0.327329,0.111062
5.53815,-0.326315,0.107807
5.55501,-0.310169,0.0717205
5.57071,-0.29696,0.0682477
5.57188,-0.322368,0.116178
5.59726,-0.278798,0.0778759
5.57273,-0.304424,0.0478439
5.57986,-0.29256,0.0784939
5.58243,-0.282117,0.0638147
5.60704,-0.260198,0.0166799
5.61503,-0.275454,0.0701403
5.59571,-0.257104,0.035415
5.61456,-0.259334,0.069957
5.61444,-0.21243,0.0480478
5.61884,-0.22317,0.0413008
5.61189,-0.225529,0.0860926
5.63751,-0.206347,0.0642377
5.62782,-0.19811,0.0555542
5.62032,-0.204986,0.0357474
5.6408,-0.171483,0.0661679
5.63354,-0.161581,0.0383078
5.63364,-0.158844,0.0803101
5.6482,-0.132144,0.0863175
5.63798,-0.120725,0.0751551
5.60566,-0.102251,0.142942
5.57357,-0.0729772,0.0657779
5.55806,-0.0735993,0.0444888
5.53715,-0.0373819,0.0664307
5.53002,-0.0286832,0.0676677
5.50147,-0.0323357,0.111289
5.51879,-0.0204862,0.0462843
5.51695,0.00645576,0.0365664
5.49225,0.0263509,0.0877809
5.49585,0.0365315,0.0218063
5.49178,0.0387251,0.0234944
5.50847,0.0651949,0.03824
5.48073,0.0461684,0.058561
5.47655,0.0700194,0.0851217
5.46695,0.0858816,0.0238645
5.4751,0.0931373,0.0116946
5.49946,0.109953,0.0453427
5.49374,0.0981231,0.0613365
5.53282,0.102954,0.0686145
5.54508,0.0971542,0.0736851
5.56726,0.109103,0.0580546
5.58918,0.140642,0.0642355
5.61737,0.114973,0.0804249
5.59403,0.124428,0.036726
5.6017,0.134301,0.0592755
5.62335,0.136312,0.0418543
5.65741,0.121693,0.0766595
5.65294,0.125739,0.0734604
5.65403,0.128922,0.0905167
5.67129,0.141203,0.0751391
5.64334,0.127265,0.0218608
5.60038,0.129285,0.0675288
5.5766,0.118171,0.101494
5.56585,0.12864,0.137425
5.55424,0.138626,0.0436786
5.56625,0.110956,0.0705743
5.55105,0.10281,0.0283772
5.55688,0.122458,0.104238
5.55059,0.080818,0.028222
5.5356,0.0920893,0.0551911
5.49761,0.082329,0.0730222
5.47766,0.0664852,0.0573084
5.45708,0.0507465,0.0713811
5.44502,0.0512025,0.0394382
5.42778,0.029325,0.0513687
5.42944,0.0364824,0.0513353
5.4213,0.0209053,0.0716138
5.43751,0.0155982,0.0594379
5.44579,0.00764585,0.0759467
5.46819,0.000350831,0.0343101
5.47811,-0.000776159,0.00542825
5.4856,-0.0143632,0.047804
5.49766,-0.0359529,0.0905228
5.51709,-0.0362464,0.0862372
5.53949,-0.0385545,0.015589
5.566,-0.0753364,0.02242
5.58507,-0.0736456,0.0743383
5.61619,-0.0956406,0.0758881
5.61601,-0.0898166,0.0629925
5.6569,-0.082112,0.0391
5.67343,-0.10879,0.0277442
5.6759,-0.120613,0.10748
5.6864,-0.122305,0.0571198
5.67421,-0.12398,0.0391088
5.68634,-0.103259,0.121117
5.69034,-0.109154,0.107763
5.69825,-0.084954,0.0321616
5.74179,-0.0781474,0.103469
5.75361,-0.111235,0.0959611
5.74888,-0.117684,0.0764399
5.75532,-0.0859493,0.11033
5.76022,-0.105479,0.0496349
5.75223,-0.0775895,0.0902543
5.7474,-0.0891463,0.0752921
5.75951,-0.0951655,0.0509039
5.75139,-0.047757,0.0908325
5.72655,-0.0448757,0.027569
5.71105,-0.0603535,0.10038
5.70101,-0.0413068,0.0455584
5.62985,-0.0547901,0.0630879
5.57766,-0.02489,0.0648565
5.50488,-0.00988474,0.14951
5.48638,0.0283273,0.0748594
5.47076,0.0266389,0.0966956
5.45174,0.0161341,0.0628138
5.42599,0.0250718,0.0999255
5.44882,0.0290075,0.0576412
5.43906,0.0148391,0.0833429
5.4347,0.0224627,0.0960509
5.44337,0.0266038,0.00775597
5.45015,0.0378482,0.0221052
5.45659,0.0153435,0.044632
5.46829,0.0327456,0.0889208
5.46196,0.0196014,0.120065
5.46977,0.0069743,0.0395209
5.46967,0.0226792,0.0675417
5.50882,0.028903,0.0810331
5.51417,0.00294181,0.0450692
5.52541,0.0256306,0.0650962
5.53737,0.0129877,0.0501425
5.53971,0.0264949,0.0690725
5.53456,0.00795194,0.0562583
5.52221,0.0125113,0.0816734
5.51289,-0.000409944,0.0817009
5.51851,0.0157079,0.0411808
5.51284,0.0192948,0.0316337
5.52028,-0.00220532,0.0671638
5.53082,-0.0132488,0.0246763
5.51817,0.00212845,0.0786436
5.52833,-0.00521644,0.0522122
5.51712,-0.00113611,0.0738015
5.55062,-0.0261395,0.034731
5.54431,-0.0343464,0.0741348
5.56227,-0.0371022,0.101025
5.58849,-0.0413683,0.0606
5.61585,-0.0416599,0.0709002
5.61246,-0.0223994,0.0397585
5.64247,-0.0360117,0.091464
5.64405,-0.0358769,0.0109081
5.66749,-0.0443193,0.0632722
5.67192,-0.0423699,0.024866
5.70215,-0.0414208,0.0428863
5.71785,-0.0272037,0.057212
5.72662,-0.0393697,0.0531924
5.7135,-0.0468255,0.0227245
5.73004,-0.0460626,0.0694681
5.68543,-0.02497,0.0658559
5.61855,-0.0267331,0.0682818
5.6038,-0.0265062,0.0671862
5.58176,-0.0235038,0.0707035
5.53016,-0.00287578,0.0447035
5.50766,-0.0384997,0.0696696
5.4837,-0.0417286,0.054593
5.49163,-0.0297531,0.039207
5.48691,-0.0144379,0.0711559
5.47607,-0.0312396,0.0763527
5.48579,-0.0268149,0.0550721
5.50608,-0.0125795,0.0753582
5.54703,-0.0167239,0.117246
5.55077,-0.0248416,0.0503388
5.6023,0.0239765,0.060892
5.61547,0.013727,0.0474033
5.67157,0.0179365,0.0653243
5.70258,0.0101784,0.126765
5.75676,0.00388822,0.0393115
5.77312,0.013291,0.0691047
5.77611,0.0109371,0.0904844
5.78431,0.00867121,0.0995109
5.77188,0.0128114,0.0313417
5.69192,0.0226936,0.0779645
5.63763,0.00846593,0.0542257
5.55062,0.00660374,0.0549902
5.48167,0.0232047,0.082833
5.4487,0.0027703,0.0346127
5.44641,-0.0245088,0.035084
5.43983,-0.0149396,0.115866
5.41502,-0.0323875,0.112511
5.40707,-0.0481299,0.121832
5.42549,-0.0633326,0.0696999
5.41949,-0.0650219,0.113574
5.41502,-0.0594648,0.0805284
5.42534,-0.0821251,0.0439777
5.41898,-0.0755319,0.0452222
5.4368,-0.097867,0.0967721
5.45013,-0.0919557,0.0579772
5.44625,-0.120656,0.0986999
5.45918,-0.117732,0.112483
5.50439,-0.11955,0.10864
5.53208,-0.0938101,0.155372
5.56335,-0.107776,0.0998762
5.58793,-0.126214,0.179952
5.62049,-0.0926526,0.114557
5.62465,-0.101889,0.0577365
5.65408,-0.0957563,0.0553708
5.6797,-0.0996574,0.0873614
5.71164,-0.0687235,0.124828
5.73065,-0.0500525,0.0467757
5.74613,-0.0241425,0.0832128
5.7603,-0.0327811,0.051153
5.78789,-0.0185899,0.11659
5.75419,-0.0017613,0.0953846
5.67876,0.0087814,0.0498721
5.64274,0.0118206,0.102628
5.60916,-0.000115573,0.123054
5.58824,0.00239405,0.0748002
5.54577,0.000148449,0.0941377
5.50098,-0.0138655,0.105675
5.44938,-0.0138257,0.0423104
5.41734,-0.0139441,0.0684059
5.33715,-0.029678,0.0507792
5.28884,-0.0574036,0.101119
5.26059,-0.0703152,0.0468569
5.23997,-0.0864247,0.0800225
5.22271,-0.0812972,0.0381813
5.20606,-0.110422,0.113052
5.21909,-0.135755,0.106857
5.19954,-0.141573,0.112719
5.23519,-0.170743,0.133644
5.22258,-0.161074,0.081844
5.24499,-0.203229,0.0944177
5.26882,-0.217503,0.0969726
5.27507,-0.228608,0.0772275
5.30298,-0.259453,0.0605537
5.30723,-0.275436,0.0214692
5.32318,-0.311025,0.0101114
5.34019,-0.330476,0.0196538
5.34997,-0.34626,0.0628555
5.37533,-0.369584,0.0752836
5.36527,-0.385123,0.0255647
5.36507,-0.403824,0.0491591
5.37016,-0.41453,0.0442957
5.35175,-0.426659,0.0196459
5.35631,-0.434524,0.0488222
5.35429,-0.449229,0.0445198
5.34592,-0.451205,0.0563721
5.35361,-0.451115,0.060421
5.37117,-0.443828,0.0882338
5.38258,-0.434342,0.0722856
5.38064,-0.425011,0.0964626
5.40717,-0.443806,0.0967424
5.40396,-0.429486,0.0984366
5.43185,-0.437245,0.0889748
5.46806,-0.432266,0.0538154
5.46568,-0.423946,0.080466
5.49667,-0.406952,0.0631103
5.50999,-0.374297,0.0902337
5.53436,-0.392559,0.0918905
5.5574,-0.342011,0.114309
5.56913,-0.346534,0.115149
5.55759,-0.350748,0.0980816
5.57879,-0.306516,0.107412
5.58421,-0.286472,0.041067
5.58777,-0.282796,0.0772697
5.58951,-0.264706,0.0272767
5.59416,-0.238395,0.0446324
5.60709,-0.220058,0.0461222
5.62398,-0.218147,0.042783
5.63433,-0.184495,0.0207967
5.63114,-0.175406,0.0803316
5.65696,-0.155356,0.0309105
5.66794,-0.11635,0.0405308
5.64585,-0.116649,0.0120843
5.66326,-0.115507,0.0407343
5.65449,-0.102044,0.0552667
5.66064,-0.104883,0.0215088
5.67629,-0.0805391,0.0428565
5.67414,-0.0515913,0.0743021
5.67931,-0.0737077,0.0215032
5.68291,-0.0728612,0.00133745
5.6698,-0.0623571,0.0102902
5.67522,-0.0554133,0.0418217
5.67863,-0.0427968,0.0315545
5.67414,-0.0245414,0.049218
5.66434,-0.0288321,0.0419551
5.65533,-0.0216942,0.0727273
5.64127,-0.0245017,0.0151444
5.62212,-0.0248101,0.0549076
5.62581,-0.0162522,0.0261098
5.61341,-0.0170177,0.0680935
5.59218,-0.0312933,0.0336875
5.56989,-0.040971,0.0314967
5.56614,4.21211e-05,0.080946
5.56687,0.00227834,0.0517455
5.566,-0.0106152,0.017355
5.56331,-0.0150449,0.0734879
5.56061,-0.00103069,0.0228386
5.5762,-0.00792987,0.0717092
5.58045,-0.0133925,0.0317524
5.55695,-0.0166746,0.0446077
5.58271,-0.0198058,0.0537994
5.54774,-0.0146577,0.0094842
5.56858,-0.0286226,0.0322387
5.54124,-0.00710388,0.0586549
5.56025,-0.0272391,0.0694486
5.55402,-0.0275149,0.0698663
5.57289,-0.0214562,0.0840024
5.57581,-0.0186088,0.0777997
5.6034,-0.0414131,0.0732637
5.59092,-0.0499649,0.0848475
5.60779,-0.0340989,0.050026
5.60704,-0.0499431,0.0422373
5.61946,-0.0581287,0.05109
5.60186,-0.0672881,0.0857308
5.61092,-0.0819745,0.0375853
5.6208,-0.0845407,0.0737159
5.6233,-0.0767505,0.029643
5.63053,-0.100744,0.0554144
5.64015,-0.0867691,0.0488172
5.64964,-0.0955485,0.0774727
5.6516,-0.0904659,0.0707518
5.66787,-0.100206,0.0656703
5.68449,-0.112744,0.0349296
5.67783,-0.0891435,0.0790425
5.69112,-0.115491,0.0365038
5.72454,-0.109863,0.00947457
5.73649,-0.117884,0.0331806
5.72435,-0.11039,0.0392822
5.69962,-0.0933895,0.0384457
5.69776,-0.1295,0.0379652
5.70356,-0.104249,0.0544976
5.70095,-0.110746,0.0593986
5.67601,-0.107351,0.0443295
5.69651,-0.116775,0.0639435
5.69093,-0.106952,0.0730551
5.68509,-0.105453,0.0199292
5.65902,-0.126371,0.0659377
5.66017,-0.138163,0.0839243
5.64396,-0.109334,0.0819413
5.63532,-0.127075,0.0278245
5.6388,-0.125272,0.0389808
5.62822,-0.136578,0.0534989
5.61865,-0.124321,0.0228533
5.62149,-0.0995166,0.0636299
5.59227,-0.102007,0.0605523
5.62461,-0.0997351,0.0695592
5.60504,-0.104598,0.039195
5.59863,-0.0916951,0.0917227
5.62275,-0.119301,0.0574372
5.62433,-0.0956509,0.0848371
5.63281,-0.100367,0.0326833
5.65399,-0.0986252,0.0477958
5.65733,-0.0962635,0.0116325
5.67517,-0.0858819,0.0489196
5.66599,-0.0815295,0.0368706
5.68861,-0.0595871,0.0546926
5.67984,-0.0565542,0.0781783
5.67608,-0.0626474,0.0656227
5.68431,-0.0634036,0.058388
5.67021,-0.037804,0.0326632
5.68365,-0.0299896,0.0231995
5.66053,-0.0385949,0.0381645
5.67711,-0.00718593,0.0278527
5.63842,-0.00684102,0.0807592
5.64435,-0.00403485,0.0268268
5.64853,-0.0113834,0.0867312
5.63679,-0.00637942,0.0308853
5.63913,-0.0174568,0.0246437
5.65298,0.00139544,0.0528694
5.64275,-0.00438983,0.0263327
5.65558,0.00384891,0.0632201
5.64723,-0.0209495,0.0701976
5.62514,-0.0112848,0.0609709
5.61479,-0.00233756,0.0821435
5.60047,-0.00724266,0.079306
5.60637,-0.00249764,0.0489136
5.60711,0.00978753,0.0482298
5.61627,-0.0110207,0.0699224
5.61638,-0.0173475,0.0199318
5.63462,-0.0160301,0.0133708
5.63447,-0.0209769,0.0218661
5.64582,-0.0212565,0.0334811
5.65452,-0.0190712,0.0746356
5.63591,-0.0302198,0.0316487
5.64803,-0.0343607,0.0874625
5.65816,-0.0518891,0.0786701
5.66412,-0.044165,0.0308823
5.66512,-0.0357,0.0666072
5.67975,-0.0614244,0.0799944
5.68252,-0.0789428,0.068419
5.72181,-0.0480907,0.0353714
5.69951,-0.0817957,0.0351285
5.68644,-0.0772473,0.0824795
5.6778,-0.0879322,0.0326863
5.64978,-0.0776545,0.0605676
5.63122,-0.0769783,0.0145638
5.62345,-0.0877497,0.0201163
5.63421,-0.0709034,0.0814887
5.6353,-0.0871945,0.0779835
5.60784,-0.0932186,0.0523471
5.60759,-0.0899964,0.0427919
5.58511,-0.0657326,0.0251992
5.59066,-0.0714076,0.021845
5.60868,-0.0722717,0.0812163
5.58797,-0.0620726,0.0568583
5.59377,-0.0779813,0.0387816
5.57511,-0.0563544,0.0490074
5.58693,-0.0654699,0.0462824
5.63034,-0.068114,0.0881014
5.60839,-0.0375075,0.0920421
5.59996,-0.0459826,0.0449404
5.61239,-0.0581617,0.091683
5.58506,-0.0450419,0.0292474
5.58767,-0.0573586,0.0460962
5.5983,-0.0164058,0.0442694
5.58231,-0.0308079,0.0658206
5.59561,-0.0245326,0.0818325
5.58378,-0.0249824,0.0860368
5.5918,-0.0128824,0.045819
5.61876,0.00128558,0.0749525
5.64106,0.00346302,0.0628652
5.63686,0.00751543,0.0988894
5.64893,0.0132182,0.0105648
5.63497,0.00757434,0.03159
5.62387,0.00592455,0.0200499
5.60935,0.011482,0.0904652
5.61662,0.0204347,0.083513
5.60588,-0.00585277,0.0735898
5.62507,-0.0011497,0.0775737
5.60059,-0.00294107,0.0875676
5.61493,-0.00233087,0.0939332
5.60142,0.0107565,0.0682398
5.61287,-0.00402041,0.0233143
5.60108,0.00331405,0.0445542
5.58795,0.00744405,0.0472107
5.61005,-0.00215655,0.0633462
5.61533,-0.00712281,0.0389768
5.61426,-0.011081,0.0818671
5.64548,0.00899853,0.0468325
5.64106,0.00375686,0.100702
5.64964,-0.00894215,0.0556971
5.65441,0.00762783,0.0636858
5.68314,0.000199066,0.075043
5.69617,-0.0213033,0.0660285
5.69591,-0.0241118,0.0486691
5.69426,-0.0278188,0.102906
5.72453,-0.033707,0.0433245
5.74344,-0.0301989,0.106229
5.76848,-0.0276001,0.0947539
5.77046,-0.0395308,0.08449
5.77982,-0.068137,0.0945464
5.76052,-0.0678096,0.121582
5.70085,-0.102899,0.0750886
5.67626,-0.124113,0.113594
5.67101,-0.14155,0.0454693
5.65384,-0.141048,0.0862267
5.63043,-0.169829,0.130772
5.63741,-0.196754,0.107783
5.61162,-0.242709,0.114434
5.61863,-0.269315,0.15484
5.59822,-0.285705,0.152552
5.60581,-0.322041,0.164537
5.54383,-0.330122,0.0715418
5.51773,-0.379022,0.0872529
5.50668,-0.361584,0.00789905
5.49581,-0.396161,0.0697135
5.48486,-0.412222,0.0469546
5.46761,-0.398666,0.0678561
5.46752,-0.409404,0.0799033
5.4739,-0.415166,0.0994464
5.46195,-0.417157,0.0263374
5.44382,-0.414973,0.0335379
5.43602,-0.415061,0.0716947
5.41849,-0.395419,0.074765
5.4417,-0.405018,0.0504711
5.43389,-0.370757,0.082547
5.45776,-0.386179,0.120497
5.46152,-0.395556,0.120576
5.46343,-0.357259,0.105898
5.46033,-0.352407,0.101491
5.47157,-0.362138,0.0660714
5.43759,-0.359943,0.120638
5.42858,-0.359246,0.0360573
5.43401,-0.327643,0.0770387
5.41804,-0.30575,0.0647157
5.4107,-0.290233,0.0516223
5.43797,-0.286274,0.0860055
5.46277,-0.269218,0.0956084
5.4567,-0.239071,0.119912
5.46719,-0.225826,0.074825
5.53455,-0.220169,0.0333205
5.56602,-0.191782,0.0457251
5.60858,-0.195271,0.101579
5.64305,-0.191397,0.0931741
5.65755,-0.162489,0.0580325
5.68037,-0.169467,0.0559569
5.71245,-0.131883,0.0263815
5.726,-0.136739,0.0811128
5.71603,-0.116749,0.0719276
5.7306,-0.140225,0.0637429
5.71732,-0.116731,0.0422343
5.67519,-0.12733,0.0801287
5.60807,-0.109773,0.0499296
5.55784,-0.114165,0.0900834
5.5727,-0.0931695,0.128937
5.54398,-0.0835899,0.065037
5.53071,-0.111018,0.0542743
5.53913,-0.0991408,0.0834053
5.53856,-0.108973,0.0559428
5.51014,-0.104286,0.0483894
5.52694,-0.0865076,0.032282
5.53564,-0.107684,0.0841481
5.51396,-0.102486,0.110754
5.51078,-0.0984561,0.0712061
5.4809,-0.0953913,0.084509
5.48208,-0.114599,0.114949
5.48889,-0.108992,0.0704188
5.45974,-0.0874862,0.0896123
5.4917,-0.13025,0.0673649
5.49278,-0.115849,0.0555504
5.48729,-0.144474,0.15921
5.49043,-0.122417,0.0610097
5.47443,-0.155126,0.100768
5.47788,-0.136109,0.067473
5.47085,-0.124024,0.0482318
5.45628,-0.14582,0.0467583
5.46917,-0.148899,0.0737385
5.46607,-0.164039,0.0377604
5.47491,-0.183682,0.0155074
5.45885,-0.160348,0.0377
5.48047,-0.168533,0.134179
5.4311,-0.15978,0.0738528
5.44361,-0.160843,0.0861815
5.43345,-0.143594,0.0938438
5.42974,-0.170072,0.0529342
5.39321,-0.162915,0.0306241
5.4079,-0.178637,0.0446276
5.39924,-0.187952,0.0967498
5.41239,-0.180573,0.0398419
5.435,-0.159497,0.0664773
5.41482,-0.194566,0.0752136
5.42,-0.173405,0.084864
5.44145,-0.185485,0.0309738
5.42473,-0.202064,0.0331622
5.44538,-0.200025,0.041451
5.45765,-0.197059,0.0474684
5.47767,-0.206767,0.0866798
5.49297,-0.204405,0.0617544
5.50478,-0.19572,0.0771762
5.54375,-0.210545,0.0678012
5.56926,-0.214207,0.0465796
5.6221,-0.209619,0.113728
5.63578,-0.216576,0.0735399
5.66953,-0.211713,0.0919787
5.68626,-0.203569,0.0117616
5.71763,-0.209651,0.0840638
5.74975,-0.237294,0.0895172
5.77133,-0.201564,0.0444162
5.78055,-0.203397,0.0657846
5.77764,-0.203973,0.0741851
5.80714,-0.21592,0.103251
5.77967,-0.214151,0.137209
5.73751,-0.17183,0.117021
5.70296,-0.174224,0.110566
5.70623,-0.159987,0.0763536
5.70586,-0.182602,0.0831312
5.6846,-0.157171,0.143703
5.68304,-0.151141,0.0880579
5.68436,-0.134491,0.0790411
5.6786,-0.149197,0.0695284
5.67312,-0.154149,0.116904
5.64599,-0.113483,0.106212
5.6222,-0.116505,0.0670041
5.59066,-0.104631,0.0672078
5.56939,-0.0698513,0.0683745
5.57305,-0.0741626,0.0679333
5.55777,-0.0634693,0.0495895
5.57861,-0.0894548,0.0458848
5.57045,-0.086961,0.0526434
5.5595,-0.0748679,0.0625604
5.56023,-0.0615735,0.0400461
5.56142,-0.0581637,0.031379
5.56946,-0.0483549,0.0459337
5.56398,-0.0507148,0.0694778
5.56747,-0.0618397,0.0674208
5.57041,-0.044917,0.0739877
5.57711,-0.0650851,0.033569
5.5922,-0.0621552,0.0482376
5.60275,-0.0712486,0.115999
5.59224,-0.0723343,0.0817111
5.59053,-0.072972,0.0416009
5.59625,-0.0811385,0.0533805
5.59477,-0.0752039,0.0901953
5.58277,-0.0667164,0.112434
5.58215,-0.0699137,0.0522371
5.56827,-0.0838979,0.0561385
5.56871,-0.0936863,0.0546277
5.58262,-0.0970764,0.0804292
5.55111,-0.105129,0.0704916
5.55158,-0.104647,0.113531
5.56225,-0.093228,0.0248912
5.57382,-0.114851,0.0721711
5.56785,-0.0812211,0.0474063
5.55305,-0.125261,0.141552
5.55915,-0.107507,0.0806946
5.55361,-0.136756,0.117391
5.54752,-0.145319,0.0867089
5.55704,-0.118159,0.0408892
5.58696,-0.102895,0.0382548
5.62642,-0.129396,0.0415841
5.65206,-0.122611,0.100611
5.68707,-0.112201,0.123474
5.70743,-0.141837,0.0269032
5.75141,-0.121315,0.0982295
5.78479,-0.116731,0.186569
5.82872,-0.112373,0.184715
5.85223,-0.108705,0.0998201
5.88612,-0.104917,0.12645
5.90724,-0.0914337,0.149997
5.91127,-0.0934696,0.083514
5.93347,-0.10941,0.105168
5.93292,-0.087828,0.172105
5.93644,-0.101148,0.0672224
5.92002,-0.087865,0.0648922
5.91389,-0.0891005,0.166085
5.90673,-0.0794695,0.14856
5.89687,-0.0690404,0.0780613
5.89223,-0.0659196,0.0631604
5.91222,-0.0490282,0.0832194
5.88959,-0.0378799,0.0725199
5.88466,-0.0285423,0.157391
5.88899,-0.0129684,0.138676
5.85756,-0.0246161,0.0815498
5.83666,-0.0356109,0.128418
5.81148,0.00278686,0.0489444
5.80491,-0.0179751,0.0432678
5.80505,-0.0215924,0.0870572
5.79831,-0.00610777,0.152193
5.79205,-0.0270879,0.176829
5.77491,-0.040391,0.046259
5.77911,-0.0674768,0.0717971
5.75971,-0.0573695,0.11151
5.74199,-0.0615174,0.0697621
5.71758,-0.0583602,0.0614084
5.70381,-0.0674025,0.0819064
5.66504,-0.0658419,0.0739979
5.64377,-0.086325,0.047355
5.65108,-0.0710312,0.021846
5.66854,-0.0746386,0.0518458
5.66931,-0.0869627,0.0654602
5.64108,-0.0675483,0.0325556
5.63625,-0.0633543,0.0750939
5.624,-0.0740407,0.0538668
5.59545
